Sourcing Cost,NTM1,NTM2,NTM3,X1,X2,X3,DIRECT,ECOM,RETAIL,WHOLESALE,ExtraLarge,Large,Small,Liquid,Powder
21.56,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
156.95,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
49.18,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
31.38,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
148.34,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
141.39,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
168.02,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
140.16,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
143.88,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
133.45,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
149.99,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
161.12,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
142.61,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
120.68,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
139.26,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
137.69,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
137.97,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
7.68,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
135.1,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
44.37,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
144.39,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
31.45,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
174.54,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
142.37,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
138.84,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
143.64,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
142.37,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
142.1,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
135.46,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
136.02,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
70.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
151.62,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
38.52,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
143.59,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
141.91,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
140.83,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
108.6,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
142.76,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
139.42,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
143.73,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
150.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
180.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
139.83,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
145.57,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
196.83,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
140.08,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
150.65,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
160.8,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
171.45,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
160.28,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
95.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
174.5,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
202.27,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
141.58,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
216.11,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
16.74,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
16.69,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
137.04,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
123.68,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
157.47,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
143.1,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
140.83,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
143.45,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
142.66,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
220.58,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
143.73,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
154.97,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
136.02,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
136.19,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
112.36,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
159.09,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
42.8,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
64.33,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
31.87,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
144.39,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
49.94,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
150.01,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
25.86,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
150.06,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
135.76,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
150.65,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
208.29,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
174.54,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
149.68,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
134.53,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
11.0,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
149.96,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
31.38,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
215.1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
83.69,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
147.77,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
56.52,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
134.67,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
170.21,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
137.67,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
73.37,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
23.59,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
141.91,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
134.0,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
48.89,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
152.83,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
145.4,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
149.45,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
135.06,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
104.1,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
128.71,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
180.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
25.68,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
154.02,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
148.18,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
97.7,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
80.74,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
74.11,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
148.24,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
154.49,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
91.19,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
142.11,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
175.85,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
180.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
152.38,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
153.15,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
142.11,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
31.55,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
149.62,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
142.61,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
136.47,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
146.77,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
216.43,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
133.45,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
153.53,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
143.92,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
103.35,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
213.77,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
145.5,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
149.73,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
146.98,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
171.56,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
132.54,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
139.73,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
142.61,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
137.64,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
133.63,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
35.02,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
150.39,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
143.73,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
152.43,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
26.57,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
154.18,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
136.09,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
157.89,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
159.85,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
164.6,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
134.25,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
140.83,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
103.68,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
0.01,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
163.62,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
160.41,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
141.91,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
162.75,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
150.6,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
137.7,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
104.53,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
145.4,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
131.81,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
146.44,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
38.61,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
148.03,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
140.83,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
150.24,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
134.37,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
143.92,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
95.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
138.28,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
196.69,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
137.64,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
149.56,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
174.99,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
155.71,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
180.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
156.73,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
148.62,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
142.61,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
142.61,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
133.0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
160.13,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
40.21,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
109.58,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
146.72,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
137.46,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
16.86,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
163.9,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
144.68,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
146.97,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
141.58,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
119.3,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
142.61,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
56.52,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
147.64,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
163.14,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
105.3,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
156.17,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
145.92,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
164.91,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
148.51,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
184.25,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
157.77,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
142.81,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
49.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
68.67,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
171.28,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
106.51,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
164.55,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
136.18,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
136.02,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
142.65,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
48.41,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
198.52,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
91.95,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
95.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
58.98,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
100.18,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
212.98,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
152.01,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
143.85,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
143.72,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
42.8,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
173.44,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
76.82,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
71.09,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
143.92,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
31.48,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
145.92,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
136.83,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
142.11,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
58.65,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
149.95,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
27.22,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
142.76,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
149.64,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
161.29,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
146.77,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
137.67,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
0.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
11.65,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
57.91,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
76.38,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
31.78,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
158.78,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
31.52,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
83.55,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
215.1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
133.12,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
47.17,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
57.46,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
105.98,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
140.83,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
144.39,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
137.89,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
42.8,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
68.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
144.39,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
169.56,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
133.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
144.4,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
128.71,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
163.05,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
141.47,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
180.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
140.75,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
145.92,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
32.17,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
156.94,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
135.76,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
143.92,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
134.53,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
48.88,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
